A74	-72.067041	-73.008741	-81.320631	-0.686217	-0.686217	-0.686217
A29	-42.479465	-31.544529	-31.228205	-0.308385	-0.308385	-0.308385
A164	-109.358877	-108.301990	-105.960688	-0.974733	-0.974733	-0.974733
A205	-104.752524	-108.567609	-110.135885	-0.933460	-0.933460	-0.933460
A232	6.966653	4.392947	-6.753835	0.101977	0.101977	0.101977
A69	5.623164	-5.597612	-3.262589	0.082120	0.082120	0.082120
A157	3.191353	14.353091	11.771228	0.086938	0.086938	0.086938
A97	13.009834	15.578675	26.692538	0.127002	0.127002	0.127002
A217	-96.019543	-89.057308	-91.543405	-0.765991	-0.765991	-0.765991
A101	-64.449231	-62.227887	-52.544877	-0.503710	-0.503710	-0.503710
A124	118.354753	120.778941	128.025423	0.747330	0.747330	0.747330
A40	97.305689	95.123197	85.009843	0.436577	0.436577	0.436577
A123	132.968651	135.232060	140.067032	0.885720	0.885720	0.885720
A153	89.480463	91.967921	101.720073	0.483826	0.483826	0.483826
A178	78.657293	76.137690	65.709028	0.360053	0.360053	0.360053
A1	0.320070	0.688396	12.096699	0.121893	0.121893	0.121893
A179	45.895749	48.468186	59.597081	0.116023	0.116023	0.116023
A33	54.228455	55.220184	44.006861	0.204447	0.204447	0.204447
A147	56.150869	53.603318	64.703938	0.138483	0.138483	0.138483
A117	108.063305	110.545752	101.241385	0.546626	0.546626	0.546626
A148	88.783577	91.370685	80.972129	0.363005	0.363005	0.363005
A87	127.485221	129.657543	122.576883	0.764996	0.764996	0.764996
A89	143.649101	144.634209	146.887783	0.976863	0.976863	0.976863
A243	-63.894937	-73.491893	-75.914802	-0.509107	-0.509107	-0.509107
A119	135.927753	138.475206	133.238228	0.862293	0.862293	0.862293
A52	-36.427033	-37.525831	-26.348463	-0.214927	-0.214927	-0.214927
A142	-53.343976	-43.000069	-40.708766	-0.388916	-0.388916	-0.388916
A211	28.951107	31.544313	20.370524	0.071268	0.071268	0.071268
A190	-66.387120	-75.239869	-77.647825	-0.602958	-0.602958	-0.602958
A53	-6.240285	-4.983260	-16.402341	-0.045557	-0.045557	-0.045557
A192	-28.042342	-25.449027	-36.594070	0.099630	0.099630	0.099630
A73	-63.322040	-64.758551	-73.759964	-0.609695	-0.609695	-0.609695
A226	-31.030434	-28.436529	-39.572280	0.107091	0.107091	0.107091
A136	-102.666026	-98.309611	-99.544213	-0.919223	-0.919223	-0.919223
A184	-104.448196	-102.217197	-97.235737	-0.880186	-0.880186	-0.880186
A51	-43.316909	-42.597692	-53.128184	-0.396978	-0.396978	-0.396978
A237	-114.865788	-111.041012	-112.986405	-0.927776	-0.927776	-0.927776
A77	-72.439189	-73.239719	-64.242086	-0.618870	-0.618870	-0.618870
A129	11.858629	22.997510	20.384565	0.100953	0.100953	0.100953
A131	-18.903810	-21.503815	-32.533456	-0.170333	-0.170333	-0.170333
A198	-21.801270	-10.655417	-13.242318	0.100204	0.100204	0.100204
A197	0.460691	11.594625	9.011867	0.110502	0.110502	0.110502
A182	-74.609956	-65.600442	-68.185793	-0.579385	-0.579385	-0.579385
A46	-38.946826	-37.218453	-26.263137	-0.264379	-0.264379	-0.264379
A92	116.838728	119.451392	126.602542	0.749468	0.749468	0.749468
A41	63.334274	65.440463	76.454230	0.221882	0.221882	0.221882
A90	140.986144	143.564287	145.483571	0.960149	0.960149	0.960149
A7	63.928620	64.985576	76.138859	0.225704	0.225704	0.225704
A23	42.467072	44.137083	55.269517	0.204486	0.204486	0.204486
A83	48.725416	50.680092	39.482135	0.151489	0.151489	0.151489
A154	84.479903	81.937711	71.263587	0.299342	0.299342	0.299342
A34	62.370323	73.582450	74.522839	0.206764	0.206764	0.206764
A17	64.764793	64.460900	75.634905	0.234932	0.234932	0.234932
A18	96.488893	96.861330	86.496476	0.432001	0.432001	0.432001
A248	66.302744	68.907641	58.645916	0.390448	0.390448	0.390448
A149	107.997385	110.608139	101.307178	0.542529	0.542529	0.542529
A118	124.002275	126.519864	118.903559	0.716554	0.716554	0.716554
A208	-61.547972	-59.112505	-68.683201	-0.512382	-0.512382	-0.512382
A152	144.833777	146.943493	144.930193	0.967314	0.967314	0.967314
A140	-79.406984	-77.553137	-84.986604	-0.745785	-0.745785	-0.745785
A144	0.845298	3.314635	-7.913438	0.025015	0.025015	0.025015
A209	-12.829306	-10.233940	-21.372420	0.104650	0.104650	0.104650
A110	-47.815549	-37.185333	-35.219729	-0.341075	-0.341075	-0.341075
A111	-17.020585	-14.885007	-26.025411	-0.164546	-0.164546	-0.164546
A244	-16.585252	-13.996633	-25.126967	0.112195	0.112195	0.112195
A185	-111.022397	-109.464515	-106.539932	-0.957587	-0.957587	-0.957587
A246	25.906233	28.492745	17.342271	0.096317	0.096317	0.096317
A162	-96.273659	-93.893227	-87.958525	-0.831165	-0.831165	-0.831165
A106	-88.406838	-94.779001	-95.126655	-0.831901	-0.831901	-0.831901
A187	-109.358828	-110.449530	-107.685398	-0.966039	-0.966039	-0.966039
A48	-61.900033	-51.935534	-52.844187	-0.492922	-0.492922	-0.492922
A221	-111.727627	-114.610200	-115.753067	-0.962961	-0.962961	-0.962961
A196	32.731871	30.152907	19.015951	0.108857	0.108857	0.108857
A133	-69.333606	-60.247994	-62.707775	-0.574513	-0.574513	-0.574513
A158	-20.804391	-18.223912	-7.066203	0.091062	0.091062	0.091062
A44	15.583280	13.558983	2.370336	0.149767	0.149767	0.149767
A134	-86.760542	-84.481285	-76.879916	-0.723749	-0.723749	-0.723749
A216	-80.146720	-71.299999	-73.884256	-0.598089	-0.598089	-0.598089
UACurrent	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
EOG	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ECG	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
